style,embedding_type,search_method,llm_name,question,true_answer,chatbot_answer,cosine_similarity,correctness_score,faithfulness_score,retriever_scores,precision,recall,f1,
emoji,emb2,approximate,gemini-1.5-flash,Does doctor's referral is necessary to do a test in order toidentify my blood type?,A doctor's referral is necessary.,"Yes, a doctor's referral is needed 🧑‍⚕️.  It's a good idea to check with your doctor to see if they can provide a referral for you! 🩺",0.932659178,0.644219726,0.625131126,"{'precision': 0.2, 'recall': 1.0, 'f1': 0.33333}",0.2,1,0.33333,
emoji,emb2,approximate,gemini-1.5-flash,Who is eligible to transportation for treatments and examinations for dialysis patients up to 18 years of age?,"Children and youth members of the Maccabi are dialysis patients who are not yet 18 years old, traveling for treatment in a hospital, at a dedicated dialysis institute for children. Eligibility for dialysis patients under the age of 18","You're asking about the eligibility criteria for getting rides to dialysis treatments and checkups, right? 🚗 🏥  You got it!  To be eligible for transportation to treatments and examinations for dialysis patients under 18 years of age, you need to be a member of Maccabi, be a dialysis patient, and be under 18 years old.  You gotta be traveling for treatment in a hospital or a special dialysis place for kids. 🧒   Cool beans, huh? 😎  Let me know if you have any other questions! 😊",0.902514343,0.411949226,0.845568861,"{'precision': 0.6, 'recall': 0.75, 'f1': 0.66667}",0.6,0.75,0.66667,
emoji,emb2,approximate,gemini-1.5-flash,"Where can I vaccinate my baby for ""Pent-up""?","At milk drop stations of Maccabi
If your village does not have a Maccabi milk drop station, you can locate a nearby milk drop station on the website of the Ministry of Health. ","It looks like you're asking about the ""Pent-up"" vaccine for your baby 👶.  To be sure I'm giving you the right info, can you tell me what you mean by ""Pent-up""? 😊",0.69982558,0.233275193,0.733233604,"{'precision': 0.2, 'recall': 1.0, 'f1': 0.33333}",0.2,1,0.33333,
emoji,emb2,approximate,gemini-1.5-flash,Is there aclinic for treatment of eating disorders in Holon?,There is no clinic for treatment of eating disorders in Holon,"I need more info to answer that,  buddy! 🕵️‍♀️  Could you tell me more about the specific type of clinic you're looking for?  Are you looking for a clinic for children, adults, or both?",0.766657173,0.255552391,0.691187577,"{'precision': 1.0, 'recall': 0.15625, 'f1': 0.27027}",1,0.15625,0.27027,
emoji,emb2,approximate,gemini-1.5-flash,What is the quarterly cost to visit a specialist?,Visit to a specialist - 36₪ quarterly deductible,"Hey there! 👋 It seems like you're curious about the cost of visiting a specialist! 🤑 

To give you a super accurate answer, I need a bit more info about what you're looking for. 💡  

Could you tell me:

* What type of specialist are you interested in seeing? 🧑‍⚕️  (Like a cardiologist, dermatologist, or something else?) 
* Are you looking for the cost of a single visit or a specific package? 💵

Once you let me know, I'll be able to point you in the right direction. 😎",0.81798251,0.272660837,0.649231849,"{'precision': 0.0, 'recall': 0.0, 'f1': 0}",0,0,0,
emoji,emb2,approximate,gemini-1.5-flash,What is a “home visit”?,"Maccabi members are entitled to video medical advice -- a “home visit” by doctors and therapists via video, without having to go to the clinic.","A home visit 🏠 is when a healthcare professional 🧑‍⚕️ comes to your house to check on you! It's like having a doctor's appointment  🏥 but in the comfort of your own home, super convenient!  👍",0.766883873,0.255627958,0.64724828,"{'precision': 0.0, 'recall': 0.0, 'f1': 0}",0,0,0,
emoji,emb2,approximate,gemini-1.5-flash,Can I come to a health institutions with a service animal?," In accordance with the Law on the Rights of Persons with Disabilities, there is an obligation on service providers in health institutions to allow a person with a disability to receive service while assisting a service animal. A service animal is any animal whose owner carries a certificate or marking attesting to being a “service animal”.","You totally can bring your service animal to a health institution! 🏥  Just make sure you have a certificate or marking showing it's a service animal, and you should be good to go! 🤩",0.871961501,0.623987167,0.721175903,"{'precision': 0.6, 'recall': 1.0, 'f1': 0.75}",0.6,1,0.75,
emoji,emb2,approximate,gemini-1.5-flash,"I want to do clinical mammography, but I don't have any medical need. Where can I do it?","My Maccabi, gold and silver companies interested in examination without medical need - in Asuta salons only.","It looks like you're looking for a clinical mammogram without a medical need 🏥.  You can get this done at Asuta salons, but you'll need a referral from your family doctor, women's health doctor, or surgeon 🧑‍⚕️.  Let me know if you have any more questions about this! 😄",0.768795863,0.422931954,0.733613603,"{'precision': 0.4, 'recall': 1.0, 'f1': 0.57143}",0.4,1,0.57143,
emoji,emb2,exact,gemini-1.5-flash,Where Psychodiagnostic diagnosis is provided?,At Maccabi Mental Health Clinics. ,Psychodiagnostic diagnosis is provided at Maccabi Mental Health Clinics 🏥.,0.903065091,0.63435503,0.820412223,"{'precision': 0.4, 'recall': 1.0, 'f1': 0.57143}",0.4,1,0.57143,
emoji,emb2,exact,gemini-1.5-flash,How much Examination and treatment for vision focus cost?,"The price varies depending on the medical institution that performs the tests and treatments
 At the Maccabi Eye Institute in Assuta Shalom in Tel Aviv or with therapists who have an agreement with Maccabi - 72₪ deductible for evaluation tests, 55₪ deductible for each orthopedic treatment.
In a public hospital - Pledge with deduction of 72₪ deductible for evaluation tests and pledge with deduction of 55₪ deductible for each orthopedic treatment.
In remote areas for patients who do not have an agreement with Maccabi - 50% reimbursement of the rate of the Ministry of Health and offset of a deductible of 72₪ for evaluation tests and 55₪ for orthopedic treatment.","The cost of vision focus examination and treatment depends on where you go 🏥.  Let's break it down: 

*  At the Maccabi Eye Institute in Assuta Shalom, Tel Aviv or with therapists who have a deal with Maccabi, it's 72₪ for the first check-up 🕵️‍♀️ and 55₪ for each treatment session 🏋️‍♀️.
* In a public hospital, it's a pledge with a 72₪ deduction for the initial check-up and a 55₪ deduction for each treatment session 🏥.
*  For people in remote areas without a Maccabi agreement, it's 50% reimbursement from the Ministry of Health plus a deduction of 72₪ for the first check-up and 55₪ for each treatment session 🗺️.

So, yeah, it varies depending on the place! 😊  Let me know if you have any more questions 🙋‍♀️.",0.844842614,0.531614205,0.801403528,"{'precision': 0.6, 'recall': 1.0, 'f1': 0.75}",0.6,1,0.75,
emoji,emb2,exact,gemini-1.5-flash,Does doctor's referral is necessary to do a test in order toidentify my blood type?,A doctor's referral is necessary.,"A doctor's referral is totally necessary for getting a blood type test! 🧑‍⚕️ It's like a little pass to let you into the lab 🧪, so they know it's the real deal! 😎",0.810254318,0.603418106,0.684610462,"{'precision': 0.2, 'recall': 1.0, 'f1': 0.33333}",0.2,1,0.33333,
emoji,emb2,exact,gemini-1.5-flash,Who is eligible to transportation for treatments and examinations for dialysis patients up to 18 years of age?,"Children and youth members of the Maccabi are dialysis patients who are not yet 18 years old, traveling for treatment in a hospital, at a dedicated dialysis institute for children. Eligibility for dialysis patients under the age of 18","Okay, so you're wondering who can get a ride to their dialysis appointments, right? 🚗  Let's break it down! 

It's all about the kiddos under 18 who are Maccabi members and need dialysis treatment.  💡 They can get a ride to the hospital or a special kids' dialysis place, no sweat! 🎉  Just make sure they're registered with Maccabi.  👩‍⚕️ 

Do you need more info? 🧐 Let me know! 🙌",0.873445986,0.402259773,0.83920136,"{'precision': 0.6, 'recall': 0.75, 'f1': 0.66667}",0.6,0.75,0.66667,
emoji,emb2,exact,gemini-1.5-flash,"Where can I vaccinate my baby for ""Pent-up""?","At milk drop stations of Maccabi
If your village does not have a Maccabi milk drop station, you can locate a nearby milk drop station on the website of the Ministry of Health. ","You're asking about ""Pent-up"" for your baby? 👶 That sounds like you're asking about the pentavalent vaccine! 💉  It protects against 5 diseases – diphtheria, tetanus, pertussis, polio, and hemophilius influenzae.  To get it, you'll need to make an appointment with a milk drop nurse. 🧑‍⚕️  Do you know where your nearest Maccabi milk drop station is located?",0.762538016,0.420846005,0.84650502,"{'precision': 0.2, 'recall': 1.0, 'f1': 0.33333}",0.2,1,0.33333,
emoji,emb2,exact,gemini-1.5-flash,Is there aclinic for treatment of eating disorders in Holon?,There is no clinic for treatment of eating disorders in Holon,I don't see a clinic for eating disorders specifically in Holon 🏥. Could you tell me what city you're looking for? 🤔,0.938872287,0.646290762,0.759014199,"{'precision': 1.0, 'recall': 0.15625, 'f1': 0.27027}",1,0.15625,0.27027,
emoji,emb2,exact,gemini-1.5-flash,What is the quarterly cost to visit a specialist?,Visit to a specialist - 36₪ quarterly deductible,"I need more info to answer that, buddy 🧐. Can you tell me what kind of specialist you're thinking about? 😉",0.800537142,0.266845714,0.605808645,"{'precision': 0.0, 'recall': 0.0, 'f1': 0}",0,0,0,
emoji,emb2,exact,gemini-1.5-flash,What is a “home visit”?,"Maccabi members are entitled to video medical advice -- a “home visit” by doctors and therapists via video, without having to go to the clinic.","A home visit means that instead of going to the hospital, a doctor or nurse will come to your house 🏡 to take care of you! 🧑‍⚕️  It's like getting a hospital visit in the comfort of your own home! 👍",0.771453912,0.257151304,0.687040489,"{'precision': 0.0, 'recall': 0.0, 'f1': 0}",0,0,0,
emoji,emb2,exact,gemini-1.5-flash,Can I come to a health institutions with a service animal?," In accordance with the Law on the Rights of Persons with Disabilities, there is an obligation on service providers in health institutions to allow a person with a disability to receive service while assisting a service animal. A service animal is any animal whose owner carries a certificate or marking attesting to being a “service animal”.","You bet! 🐶  It's totally cool to bring your service animal to a health institution 🏥, as long as they have a certificate or marking 📑 that says they're a ""service animal"". 😎  They're allowed in most places, but there are some exceptions ⛔  like surgery rooms and certain clinics.  Just make sure to check with the specific place to be sure.",0.86364567,0.621215223,0.730514946,"{'precision': 0.6, 'recall': 1.0, 'f1': 0.75}",0.6,1,0.75,
emoji,emb2,exact,gemini-1.5-flash,"I want to do clinical mammography, but I don't have any medical need. Where can I do it?","My Maccabi, gold and silver companies interested in examination without medical need - in Asuta salons only.","Hey there! 👋 It looks like you're trying to find a place to get a clinical mammogram without a doctor's referral 🧑‍⚕️.  You can only get one without a referral at Asuta salons. 💅 If you're interested in finding out more about Asuta salons, let me know and I can share more information!  😊",0.748756103,0.416252034,0.71350818,"{'precision': 0.4, 'recall': 1.0, 'f1': 0.57143}",0.4,1,0.57143,
emoji,emb2,approximate,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Where Psychodiagnostic diagnosis is provided?,At Maccabi Mental Health Clinics. ,"Hey there, little buddy! 🤗 You asked where a psychodiagnostic diagnosis is provided? 🤔 Well, according to what I have here, it's provided at Maccabi Mental Health Clinics 🏥!",0.838208431,0.612736144,0.808358862,"{'precision': 0.4, 'recall': 1.0, 'f1': 0.57143}",0.4,1,0.57143,
emoji,emb2,approximate,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,How much Examination and treatment for vision focus cost?,"The price varies depending on the medical institution that performs the tests and treatments
 At the Maccabi Eye Institute in Assuta Shalom in Tel Aviv or with therapists who have an agreement with Maccabi - 72₪ deductible for evaluation tests, 55₪ deductible for each orthopedic treatment.
In a public hospital - Pledge with deduction of 72₪ deductible for evaluation tests and pledge with deduction of 55₪ deductible for each orthopedic treatment.
In remote areas for patients who do not have an agreement with Maccabi - 50% reimbursement of the rate of the Ministry of Health and offset of a deductible of 72₪ for evaluation tests and 55₪ for orthopedic treatment.","Hey there, young friend! 🤗 I'm here to help you with your question about the cost of examination and treatment for vision focus (orthopedics) 💡. 

According to the info I have, the cost varies depending on the medical institution that performs the tests and treatments 🏥. If you go to the Maccabi Eye Institute in Assuta Shalom in Tel Aviv or with therapists who have an agreement with Maccabi, the cost is 72₪ deductible for evaluation tests and 55₪ deductible for each orthopedic treatment 💸.",0.873015202,0.499338401,0.809135578,"{'precision': 0.6, 'recall': 1.0, 'f1': 0.75}",0.6,1,0.75,
emoji,emb2,approximate,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Does doctor's referral is necessary to do a test in order toidentify my blood type?,A doctor's referral is necessary.,"👋 Hey there, kiddo! 👋 So, you wanna know if a doctor's referral is necessary to identify your blood type? 🤔 Well, let's take a look at the info you provided 📚. It says right here that to get a blood test to identify your blood type, you need a doctor's referral 🤝. So, the answer is... 🎉 YES, a doctor's referral is necessary! 🏥",0.7530285,0.584342833,0.668602326,"{'precision': 0.2, 'recall': 1.0, 'f1': 0.33333}",0.2,1,0.33333,
emoji,emb2,approximate,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Who is eligible to transportation for treatments and examinations for dialysis patients up to 18 years of age?,"Children and youth members of the Maccabi are dialysis patients who are not yet 18 years old, traveling for treatment in a hospital, at a dedicated dialysis institute for children. Eligibility for dialysis patients under the age of 18","Hey there, kiddo! 👋 So, you wanna know who's eligible for transportation to treatments and exams for dialysis up to the age of 18? 🤔 Well, the answer is: children and youth members of Maccabi who are dialysis patients and are not yet 18 years old! 🎉 They need to be traveling for treatment in a hospital or a dedicated dialysis institute for kids. 🏥",0.941915285,0.536193984,0.880796612,"{'precision': 0.6, 'recall': 0.75, 'f1': 0.66667}",0.6,0.75,0.66667,
emoji,emb2,approximate,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,"Where can I vaccinate my baby for ""Pent-up""?","At milk drop stations of Maccabi
If your village does not have a Maccabi milk drop station, you can locate a nearby milk drop station on the website of the Ministry of Health. ","👋 Hey there, little buddy! 👶 So, you wanna know the recommended vaccination schedule for a baby? 🤔 Well, I've got the scoop for you! 💡

According to the info I have, the recommended vaccination schedule for a baby is 4 doses of the pentavalent vaccine 🧑‍⚕️, which protects against 5 diseases: diphtheria, tetanus, pertussis, polio, and hemophilius influenzae. 🤒

The doses are given at the following ages:

1. 6 weeks old 🤱
2. 4 months old 🤰
3. 6 months old 🤱
4. 12 months old 🎂

These vaccinations are totally free, and you can get them at a milk drop station 🛍️ near you. If you can't find one in your area, you can check the Ministry of Health's website for a list of nearby locations 📊.

Remember to make an appointment with a milk drop nurse 🤝 and bring your vaccination book 📚. After the vaccination, you'll need to wait for 20 minutes 🕰️.

Oh, and one more thing! If you want to split the vaccine into separate shots, you should talk to a milk drop nurse 🤝.",0.737184383,0.245728128,0.841103294,"{'precision': 0.2, 'recall': 1.0, 'f1': 0.33333}",0.2,1,0.33333,
emoji,emb2,approximate,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Is there aclinic for treatment of eating disorders in Holon?,There is no clinic for treatment of eating disorders in Holon,"🤗 Hey there, kiddo! 👋 I'm here to help you find a clinic for eating disorders in Holon 🏥. Can you tell me which city or area you're looking for the clinic in? 🤔",0.913115336,0.637705112,0.76132316,"{'precision': 1.0, 'recall': 0.15625, 'f1': 0.27027}",1,0.15625,0.27027,
emoji,emb2,approximate,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,What is the quarterly cost to visit a specialist?,Visit to a specialist - 36₪ quarterly deductible,"🤔 I'm here to help you with your question about visiting a specialist! 🏥

You asked about the quarterly cost to visit a specialist, and I see that there's a deductible mentioned 📝. The deductible is NIS 25.59 for the whole package 📈. However, if the treatment includes a dietitian or doctor, there's an additional deductible of NIS 30.50 💸.",0.866090628,0.622030209,0.786946893,"{'precision': 0.0, 'recall': 0.0, 'f1': 0}",0,0,0,
emoji,emb2,approximate,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,What is a “home visit”?,"Maccabi members are entitled to video medical advice -- a “home visit” by doctors and therapists via video, without having to go to the clinic.","👋 Hey there, kiddo! 🤗 So, you wanna know what a ""home visit"" is? 🤔 Well, let me tell you - it's when a doctor or nurse comes to your home to check on you and take care of you! 🏥 They'll visit you at least once a day, and they'll even bring you the medicines and equipment you need to feel better! 💊👍",0.712717831,0.23757261,0.608435707,"{'precision': 0.0, 'recall': 0.0, 'f1': 0}",0,0,0,
emoji,emb2,approximate,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Can I come to a health institutions with a service animal?," In accordance with the Law on the Rights of Persons with Disabilities, there is an obligation on service providers in health institutions to allow a person with a disability to receive service while assisting a service animal. A service animal is any animal whose owner carries a certificate or marking attesting to being a “service animal”.","👋 Hey there, kiddo! 🤗 You wanna know if you can bring a service animal to a health institution? 🏥 Well, the answer is... 🤔

According to the rules, a service animal is any animal whose owner carries a certificate or marking attesting to being a “service animal” 📝. And, if you're a member of Maccabi accompanied by a service animal, you're eligible for admission to health facilities with a service animal 🚪.

But, there are some places where service animals aren't allowed, like areas for surgery, catheters, or dialysis 🤕. And, in some clinics, like oncological clinics or places that treat people with immunodeficiency, service animals can only be in waiting places outside the treatment rooms 🚫.

So, to answer your question, yes, you can bring a service animal to a health institution, but there are some rules to follow 📚.",0.829213207,0.609737736,0.826725085,"{'precision': 0.6, 'recall': 1.0, 'f1': 0.75}",0.6,1,0.75,
emoji,emb2,approximate,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,"I want to do clinical mammography, but I don't have any medical need. Where can I do it?","My Maccabi, gold and silver companies interested in examination without medical need - in Asuta salons only.","Hey there, young friend! 👋 So, you wanna know where you can get a clinical mammography done without a medical need? 🤔 Well, it seems like you can get it done at Asuta salons 💅, but only if you have Maccabi Shelli, Gold, or Silver insurance 📈.",0.84309757,0.44769919,0.814878743,"{'precision': 0.4, 'recall': 1.0, 'f1': 0.57143}",0.4,1,0.57143,
emoji,emb2,exact,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Where Psychodiagnostic diagnosis is provided?,At Maccabi Mental Health Clinics. ,"Hey there, little buddy 🤗! You asked where a psychodiagnostic diagnosis is provided, right? 🤔

According to what I have here, a psychodiagnostic diagnosis is provided at Maccabi Mental Health Clinics 🏥. That's where you can get a complete psychodiagnostic assessment, and it's totally free, yay! 🎉",0.813984766,0.604661589,0.806417873,"{'precision': 0.4, 'recall': 1.0, 'f1': 0.57143}",0.4,1,0.57143,
emoji,emb2,exact,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,How much Examination and treatment for vision focus cost?,"The price varies depending on the medical institution that performs the tests and treatments
 At the Maccabi Eye Institute in Assuta Shalom in Tel Aviv or with therapists who have an agreement with Maccabi - 72₪ deductible for evaluation tests, 55₪ deductible for each orthopedic treatment.
In a public hospital - Pledge with deduction of 72₪ deductible for evaluation tests and pledge with deduction of 55₪ deductible for each orthopedic treatment.
In remote areas for patients who do not have an agreement with Maccabi - 50% reimbursement of the rate of the Ministry of Health and offset of a deductible of 72₪ for evaluation tests and 55₪ for orthopedic treatment.","Hey there, young friend! 🤗 I'm here to help you with your question about the cost of examination and treatment for vision focus (orthopedics) 💡. 

According to the information I have, the cost varies depending on the medical institution that performs the tests and treatments 🏥. 

At the Maccabi Eye Institute in Assuta Shalom in Tel Aviv or with therapists who have an agreement with Maccabi, the cost is 72₪ deductible for evaluation tests and 55₪ deductible for each orthopedic treatment 💸. 

In a public hospital, the cost is a pledge with a deduction of 72₪ deductible for evaluation tests and a pledge with a deduction of 55₪ deductible for each orthopedic treatment 📝. 

In remote areas for patients who don't have an agreement with Maccabi, the cost is 50% reimbursement of the rate of the Ministry of Health and an offset of a deductible of 72₪ for evaluation tests and 55₪ for orthopedic treatment 💸.

So, to summarize, the cost is not a fixed amount, but rather depends on the specific location and type of treatment 🤔.",0.874326978,0.541442326,0.813990538,"{'precision': 0.6, 'recall': 1.0, 'f1': 0.75}",0.6,1,0.75,
emoji,emb2,exact,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Does doctor's referral is necessary to do a test in order toidentify my blood type?,A doctor's referral is necessary.,"Hey there, young friend! 👋 So, you wanna know if a doctor's referral is necessary to identify your blood type? 🤔 Well, let's take a look at the info you provided 📚. It says right here that to get a blood test to identify your blood type, you need a doctor's referral 🧑‍⚕️. So, the answer is... yes! 🙌",0.762562703,0.587520901,0.679729222,"{'precision': 0.2, 'recall': 1.0, 'f1': 0.33333}",0.2,1,0.33333,
emoji,emb2,exact,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Who is eligible to transportation for treatments and examinations for dialysis patients up to 18 years of age?,"Children and youth members of the Maccabi are dialysis patients who are not yet 18 years old, traveling for treatment in a hospital, at a dedicated dialysis institute for children. Eligibility for dialysis patients under the age of 18","👋 Hey there, kiddo! 👋 So, you wanna know who's eligible for transportation to get treatments and exams for dialysis patients under 18? 🤔 Well, the answer is: children and youth members of Maccabi who are dialysis patients and are not yet 18 years old 🎂. They need to be traveling for treatment in a hospital or a dedicated dialysis institute for kids 🏥.",0.931944635,0.532870434,0.861209472,"{'precision': 0.6, 'recall': 0.75, 'f1': 0.66667}",0.6,0.75,0.66667,
emoji,emb2,exact,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,"Where can I vaccinate my baby for ""Pent-up""?","At milk drop stations of Maccabi
If your village does not have a Maccabi milk drop station, you can locate a nearby milk drop station on the website of the Ministry of Health. ","Hey there, little buddy 🤗! So, you wanna know the recommended vaccination schedule for a baby? 🤔 Well, I've got the scoop for you! 💡

For a baby, the recommended vaccination schedule is 4 doses of the pentavalent vaccine, which protects against 5 super cool diseases: diphtheria, tetanus, pertussis, polio, and hemophilius influenzae 🤒. 

Here's the schedule: 
- The first dose is at 6 weeks old 📆
- The second dose is at 4 months old 🤱
- The third dose is at 6 months old 🎂
- The fourth and final dose is at 12 months old 🎉

And the best part? 🤩 It's totally free! You don't have to pay a single shekel 🤑. Just head on over to a milk drop station near you 📍, and make an appointment with a milk drop nurse 🧑‍⚕️. Don't forget to bring your vaccination book 📚, and after the vaccine, chill for 20 minutes 🕰️. Easy peasy! 😊",0.749849733,0.249949911,0.854407112,"{'precision': 0.2, 'recall': 1.0, 'f1': 0.33333}",0.2,1,0.33333,
emoji,emb2,exact,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Is there aclinic for treatment of eating disorders in Holon?,There is no clinic for treatment of eating disorders in Holon,"🤗 Hey there, kiddo! 👋 I'm here to help you find a clinic for eating disorders in Holon 🏥. Can you tell me which city you're actually looking for the clinic in? 🤔",0.910473095,0.636824365,0.754544327,"{'precision': 1.0, 'recall': 0.15625, 'f1': 0.27027}",1,0.15625,0.27027,
emoji,emb2,exact,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,What is the quarterly cost to visit a specialist?,Visit to a specialist - 36₪ quarterly deductible,"Hey there, young friend! 🤗 I'm here to help you with your question about visiting a specialist. You want to know how much it costs to visit a specialist, right? 💸

According to the info I have, there's a quarterly cost to visit a specialist, but it's not mentioned what that cost is. Can you please tell me what kind of specialist you're looking to visit? 🤔",0.850299748,0.616766583,0.678145994,"{'precision': 0.0, 'recall': 0.0, 'f1': 0}",0,0,0,
emoji,emb2,exact,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,What is a “home visit”?,"Maccabi members are entitled to video medical advice -- a “home visit” by doctors and therapists via video, without having to go to the clinic.","👋 Hey there, kiddo! 🤗 So, you wanna know what a ""home visit"" is? 🤔 Well, let me tell you - it's when a doctor or nurse comes to your home to check on you and take care of you! 🏥 They'll make sure you're feeling better and provide you with the care you need, all from the comfort of your own home! 🏠 It's like having a personal nurse or doctor, but instead of going to the hospital, they come to you! 🚪",0.714628226,0.238209409,0.603343062,"{'precision': 0.0, 'recall': 0.0, 'f1': 0}",0,0,0,
emoji,emb2,exact,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Can I come to a health institutions with a service animal?," In accordance with the Law on the Rights of Persons with Disabilities, there is an obligation on service providers in health institutions to allow a person with a disability to receive service while assisting a service animal. A service animal is any animal whose owner carries a certificate or marking attesting to being a “service animal”.","👋 Hey there, kiddo! 🤗 You wanna know if you can bring a service animal to a health institution? 🏥 Well, let's check the rules! 📚

According to the text, a service animal is any animal whose owner carries a certificate or marking attesting to being a “service animal” 📝. And, you're a member of Maccabi accompanied by a service animal, right? 🤝

So, you're eligible for admission to health facilities with a service animal, except for places that are not obliged to allow entry with a service animal 🚫. But don't worry, you can still bring your furry friend to an adequate facility while you're being treated 🐾.

You can bring your service animal to health institutions committed to allowing entry with a service animal, like sick registers, hospitals, Maccabi Pharm, and independent physician clinics 🏥. But, there are some places where service animals are not allowed, like surgery rooms, catheter rooms, and oncological clinics 🚫.

So, to sum it up: you can bring your service animal to most health institutions, but not to places that are not obliged to allow entry with a service animal 🤔. Make sure to ask the service provider if they allow service animals, and don't forget to show your certificate or marking 📝!",0.82388567,0.60796189,0.861038649,"{'precision': 0.6, 'recall': 1.0, 'f1': 0.75}",0.6,1,0.75,
emoji,emb2,exact,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,"I want to do clinical mammography, but I don't have any medical need. Where can I do it?","My Maccabi, gold and silver companies interested in examination without medical need - in Asuta salons only.","Hey there, young friend! 👋 So, you wanna know where you can get a clinical mammography done without a medical need? 🤔 Well, it seems like you can get it done at Asuta salons 💅, but only if you have Maccabi Shelli, Gold, or Silver insurance 📈.",0.84309757,0.44769919,0.814878743,"{'precision': 0.4, 'recall': 1.0, 'f1': 0.57143}",0.4,1,0.57143,
emoji,emb2,approximate,mistralai/Mistral-7B-Instruct-v0.1,Where Psychodiagnostic diagnosis is provided?,At Maccabi Mental Health Clinics. ," 🧑‍⚕️ Psychodiagnostic diagnosis is provided at Maccabi Mental Health Clinics. To locate a clinic, you can contact the clinic directly or visit their website. The diagnosis is carried out as part of a comprehensive treatment with a clinical psychologist. It is important to note that the service is not included in the Well-Come program.",0.851227599,0.617075866,0.866749746,"{'precision': 0.4, 'recall': 1.0, 'f1': 0.57143}",0.4,1,0.57143,
emoji,emb2,approximate,mistralai/Mistral-7B-Instruct-v0.1,How much Examination and treatment for vision focus cost?,"The price varies depending on the medical institution that performs the tests and treatments
 At the Maccabi Eye Institute in Assuta Shalom in Tel Aviv or with therapists who have an agreement with Maccabi - 72₪ deductible for evaluation tests, 55₪ deductible for each orthopedic treatment.
In a public hospital - Pledge with deduction of 72₪ deductible for evaluation tests and pledge with deduction of 55₪ deductible for each orthopedic treatment.
In remote areas for patients who do not have an agreement with Maccabi - 50% reimbursement of the rate of the Ministry of Health and offset of a deductible of 72₪ for evaluation tests and 55₪ for orthopedic treatment."," The cost of examination and treatment for vision focus (orthopedics) varies depending on the medical institution that performs the tests and treatments. At the Maccabi Eye Institute in Assuta Shalom in Tel Aviv or with therapists who have an agreement with Maccabi, the deductible for evaluation tests is 72₪ and for each orthopedic treatment is 55₪. In a public hospital, the deductible for evaluation tests is 72₪ and for each orthopedic treatment is 55₪. In remote areas for patients who do not have an agreement with Maccabi, the cost is 50% reimbursement of the rate of the Ministry of Health and offset of a deductible of 72₪ for evaluation tests and 55₪ for orthopedic treatment. The service is provided at the Maccabi Eye Institute at First Sight in the Asuta Shalom Facility, in the public hospitals under the agreement, and in orthopedic therapists who have an agreement with Maccabi. To receive treatment, you need to contact a Maccabi ophthalmologist and get a referral for orthopedic treatment. For the treatment of Asuta, bring the referral to the Maccabi Eye Institute at the Asuta Shalom facility and pay directly at the facility. For the treatment of therapists who have an agreement with Maccabi, bring the referral to the orthopedic therapist under the agreement and pay the deductible. For the treatment of remote communities by caregivers without an agreement with Maccabi, bring the referral to the medical director at the Maccabi branch for approval of treatment. To receive a refund, you must submit an original tax receipt and invoice to the medical center (branch) by appointment or by registered mail.",0.90871792,0.552905973,0.892712187,"{'precision': 0.6, 'recall': 1.0, 'f1': 0.75}",0.6,1,0.75,
emoji,emb2,approximate,mistralai/Mistral-7B-Instruct-v0.1,Does doctor's referral is necessary to do a test in order toidentify my blood type?,A doctor's referral is necessary.," 🏥🧑‍⚕️ To determine your blood type, you will need to undergo a blood test. A doctor's referral is necessary for this test. You will need to provide an ID card with a picture when you arrive at the laboratory. The test results will be available one working day after the test is performed and can be viewed on the Maccabi Online website, the Maccabi app, or at the Maccabi Lee positions.",0.702214252,0.567404751,0.862387511,"{'precision': 0.2, 'recall': 1.0, 'f1': 0.33333}",0.2,1,0.33333,
